description,category,severity,source,label
حساب مقاول خارجي يعمل لصالح شركة تقنية شريكة تمكن من الوصول إلى قاعدة بيانات نظام Core Banking مباشرة بدلاً من استخدام البيئة المعزولة المخصصة له. الحساب نفّذ استعلامات SQL غير مألوفة تستهدف جداول بيانات العملاء الشخصية وأرقام الحسابات. تجاوز نطاق الوصول ما هو محدد في عقد الخدمة الموقع مع الجهة الخارجية.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
"في بيئة Core Banking الإنتاجية، a computer security incident is a violation or imminent threat of violation1 of computer security policies, 
acceptable use policies, or standard security practices",SUSPICIOUS_BEHAVIOR,Medium,data\train_light_500.csv,6
"ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:133 (NIST_SP_800_61_Incident.pdf): alyzing new attacks. The National Vulnerability Database (NVD) contains information on vulnerabilities.32 Organizations such as US-CERT33 and CERT®/CC periodically provide threat update information through briefings, web postings, and mailing lists. People People from within the organization Users, system administrators, network administrators, security staff, and others from within the organization may report signs of incidents. It is important to validate all such reports. One approach is to ask people who provide such information how confident they are of the accuracy of the information. Recording this estimate along with the information provided can help considerably during incident analysis, particularly when conflicting data is discovered. People from other organizations Reports of i",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
نشاط غير طبيعي على الحساب: عملية بنكية: تطبيق الخدمات المصرفية عبر الجوال | القسم: الامتثال | حرجية: حرج | التهديد: انقطاع التيار الكهربائي | نقطة الضعف: عدم وجود تشفير للبيانات | الأصول: تطبيقات الويب | RTO: 2.0h | RPO: 30m,SUSPICIOUS_BEHAVIOR,High,data\train_light_500.csv,6
"سلوك مشبوه anomaly: ملاحظة امتثال مستخرجة من DOC:Oracle_SAMA_Advisory:044 (Oracle_SAMA_Advisory.pdf): from Threat Intelligence to Audit logs and telemetry to detect suspicious activity and report it as a problem. For more information, see docs.oracle.com/iaas/Content/Security/Concepts/security_features.htm#Cloud_Guard.  Vulnerability Scanning helps improve security posture by routinely checking compute instances and container images for potential vulnerabilities. The service generates reports with metrics and details about these vulnerabilities and assigns each a risk level. For more information, see docs.oracle.com/iaas/Content/Security/Concepts/security_features.htm#security_features_topic_Scanning. 13 Advisory: Oracle Cloud Infrastructure and Saudi Arabian Monetary Authority (SAMA) Cyber Security Framework / version 2.0 Copyright © 2023, Oracle and/or its affiliates / Public Additional",SUSPICIOUS_BEHAVIOR,Medium,data\train_light_500.csv,6
"سيناريو تعافي DRP-050: تهديد 'فشل مزود الخدمة السحابية' يؤثر على [جدران الحماية, خوادم قواعد البيانات]. إجراءات: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات. تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
عملية بنكية: البوابة الإلكترونية للعملاء | القسم: تكنولوجيا المعلومات | حرجية: منخفض | التهديد: اختراق قاعدة البيانات | نقطة الضعف: تكوينات خاطئة | الأصول: شبكة المؤسسة | RTO: 72.0h | RPO: 480m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
عملية بنكية: مركز دعم العملاء | القسم: القنوات الرقمية | حرجية: حرج | التهديد: برمجيات خبيثة | نقطة الضعف: تكوينات خاطئة | الأصول: أنظمة الدفع الإلكتروني | RTO: 2.0h | RPO: 120m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"نشاط غير طبيعي على الحساب: سيناريو تعافي DRP-014: تهديد 'كارثة طبيعية (حريق)' يؤثر على [شبكة المؤسسة, تطبيقات الويب]. إجراءات: التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",SUSPICIOUS_BEHAVIOR,High,data\train_light_500.csv,6
حساب مستخدم عادي في فرع العمليات المصرفية يُبدي نمط تصفح استثنائي لبيانات عملاء لا علاقة لهم بمهامه الوظيفية. خلال أسبوع واحد، تم الوصول إلى بيانات 340 حساب عميل من خارج محفظة العملاء المخصصة له. يتزامن هذا النشاط مع بلاغات من عملاء بشأن اتصالات احتيالية تحتوي معلومات دقيقة عن حساباتهم.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
"تم اكتشاف حساب مدير النظام في وحدة الخزينة يقوم بتنفيذ تحويلات اختبارية متكررة بمبالغ تقل عن حد التقرير المطلوب (Structuring) بهدف محتمل لتجنب آليات الرصد الآلي. سُجلت 23 معاملة اختبارية بمبالغ تتراوح بين 8,000 و9,500 ريال خلال يوم عمل واحد. هذا النشاط يثير مخاوف جدية تتعلق بالامتثال لأنظمة مكافحة غسل الأموال. تجاوز عدد المعاملات الحد الطبيعي للاختبار بمقدار 15 ضعفاً.",SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
"سيناريو تعافي DRP-029: تهديد 'تسرب بيانات' يؤثر على [أجهزة المستخدمين النهائية, تطبيقات الويب]. إجراءات: عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"اكتشف نظام المراقبة أن حساب المستخدم النهائي 'user_sultan.alzahrani' يحاول الوصول المتكرر إلى وحدة تقارير الائتمان الداخلية لعملاء من خارج منطقة عمله المحددة جغرافياً. تجاوز الحساب حدود الوصول المعتمدة بمحاولة الاطلاع على 1,200 تقرير ائتماني خلال يوم عمل واحد مقارنة بمتوسط 15 تقريراً يومياً. تركّزت الطلبات على عملاء من قطاع الأعمال الكبيرة والشركات المدرجة في السوق المالية. يُرجَّح استخدام هذه البيانات لأغراض تجارية غير مشروعة أو بيعها لجهات منافسة.",SUSPICIOUS_BEHAVIOR,Medium,data\imtithal_violations_latest.csv,6
رُصد حساب مدير الموارد البشرية يقوم بتصدير قاعدة بيانات الرواتب الكاملة لجميع الموظفين بصيغة CSV خلال ساعات العمل الرسمية دون طلب رسمي معتمد. يتضمن الملف المُصدَّر بيانات حساسة كأرقام الهوية الوطنية وبيانات الحسابات البنكية للموظفين وتفاصيل الرواتب. لم يُقدَّم أي مبرر وظيفي واضح لعملية التصدير هذه. تبيّن لاحقاً محاولة إرسال الملف عبر البريد الإلكتروني الشخصي للموظف.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
أثناء فحص IAM الأسبوعي، تم رصد الحساب المسؤول الشبكي 'admin_nasser' يقوم بتسجيل دخول متعدد من عناوين IP مختلفة في وقت واحد، مما يشير إلى احتمال اختراق بيانات الاعتماد أو مشاركة كلمة المرور. تم تسجيل 14 جلسة نشطة متزامنة خلال ساعة واحدة من مناطق جغرافية متباعدة تشمل الرياض وجدة ودبي. النظام الأساسي المتأثر هو Core Banking System (CBS) الذي يحتوي على بيانات العملاء الحساسة والمعاملات المالية. تم تجاوز صلاحيات الوصول الوصول الاعتيادية للحساب بشكل ملحوظ خلال فترة الاختراق. وتم توثيق الملاحظة في تقرير التدقيق.,SUSPICIOUS_BEHAVIOR,Critical,data\train_light_500.csv,6
"سلوك مشبوه anomaly: سيناريو تعافي DRP-088: تهديد 'تسرب بيانات' يؤثر على [أنظمة التخزين السحابي, أجهزة المستخدمين النهائية]. إجراءات: تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة. تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.",SUSPICIOUS_BEHAVIOR,High,data\train_light_500.csv,6
"ملاحظة امتثال مستخرجة من 0-160-1 (NIST_800_53.pdf): ]. SC-40 WIRELESS LINK PROTECTION Control:  Protect external and internal [Assignment: organization-defined wireless links] from the following signal parameter attacks: [Assignment: organization-defined types of signal parameter attacks or references to sources for such attacks]. Discussion:  Wireless link protection applies to internal and external wireless communication links that may be visible to individuals who are not authorized system users. Adversaries can NIST SP 800-53, REV. 5                                                                                     SECURITY AND PRIVACY CONTROLS FOR INFORMATION SYSTEMS AND ORGANIZATIONS _________________________________________________________________________________________________ CHAPTER THREE PAGE 325 This publication is available f",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
"سيناريو تعافي DRP-036: تهديد 'هجوم سيبراني (برمجيات الفدية)' يؤثر على [خوادم قواعد البيانات, شبكة المؤسسة, تطبيقات الويب]. إجراءات: تحويل حركة المرور إلى الموقع البديل (DR Site).",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:289 (NIST_SP_800_61_Incident.pdf): listings (Section 2.3.4.3)  Updated list of common incident response team services (Section 2.5)  Revised the incident response life cycle diagrams (throughout Section 3)  Revamped the list of attack vectors (Section 3.2.1)  Revamped the factors for incident handling prioritization (Section 3.2.6)  Changed focus from identifying the attacker to identifying the attacking host (Section 3.3.3)  Expanded the list of possible incident metrics (Section 3.4.2)  Updated the incident handling scenarios to reflect current threats (old Appendix B, new Appendix A)  Made minor updates to incident-related data field suggestions (old Appendix C, new Appendix B)  Updated all of the tools and resources listings (old Appendix G, new Appendix E)  Updated the Frequently Asked Questions and the Crisi",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
"Cloud Cybersecurity Controls
 
 مقيد - محدود 
24 
Document classification: Public  
 
TLP: White 
2-12 
Cybersecurity Incident and Threat Management 
Objective
Ensure timely identification and detection of cybersecurity incidents and their effective 
management and proactive response to cybersecurity threats to prevent or minimize 
the impact of the impacts resulting on the business of the CSPs",SUSPICIOUS_BEHAVIOR,Medium,pdf:NCA_CCC_Cloud.pdf,6
"Control implementation guidelines 
• Implement all cybersecurity requirements for network security in the 
organization, including the following: 
o Ensure physical or logical segregation and division of the organization's 
network parts 
o Use Firewall to protect the organization's networks 
o Implement the principle of multi-stage security defense (Defense-in-
Depth) to provide advanced and more effective protection for the 
organization's network devices 
o Isolate the production environment network from the development and 
testing networks of the organization 
o Ensure security of navigation and internet connection in the organization, 
including setting up network devices and restricting access to suspicious 
websites 
 Guide to Essential Cybersecurity 
Controls (ECC) Implementation 
  
 
 
77 
Document Classification:  Public 
TLP: White  
o Protect the internet browsing channel from advanced persistent threats 
o Ensure the security and protection of wireless networks at the organization 
o Ensure the security of the organization's network ports, protocols, and 
services restrictions and management 
o Use advanced protection systems to detect and prevent intrusions in the 
",SUSPICIOUS_BEHAVIOR,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,6
"ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:276 (NIST_SP_800_61_Incident.pdf): ests to one of an organization’s web servers, causing it to crash.  Users are tricked into opening a “quarterly report” sent via email that is actually malware; running the tool has infected their computers and established connections with an external host.  A perpetrator obtains unauthorized access to sensitive data and threatens to release the details to the press if the organization does not pay a designated sum of money.  A user provides illegal copies of software to others through peer-to-peer file sharing services. 2. What is incident handling? Incident handling is the process of detecting and analyzing incidents and limiting the incident’s effect. For example, if an attacker breaks into a system through the Internet, the incident handling process should detect the security breach",SUSPICIOUS_BEHAVIOR,Medium,data\train_light_500.csv,6
تم رصد حساب المستخدم 'nora.alqahtani' العاملة في قسم خدمة العملاء تقوم بعمليات بحث مكثفة عن بيانات عملاء لا تنتمي لمنطقتها الجغرافية المخصصة، إذ بلغت 340 عملية استعلام خلال يوم عمل واحد. يتجاوز هذا الرقم معدلها الاعتيادي بمقدار 15 ضعفاً، كما أن الاستعلامات تتمحور حول عملاء ذوي أرصدة عالية. جاء النشاط بعد يومين من تلقّيها إشعار إنهاء خدمة.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:255 (NIST_SP_800_61_Incident.pdf): external IP addresses without the knowledge of the user? 4. Suppose that the identified user’s computer had become compromised by a game containing a Trojan horse that was downloaded by a family member. How would this affect the team’s analysis of the incident? How would this affect evidence gathering and handling? What should the team do in terms of eradicating the incident from the user’s computer? 5. Suppose that the user installed antivirus software and determined that the Trojan horse had included a keystroke logger. How would this affect the handling of the incident? How would this affect the handling of the incident if the user were a system administrator? How would this affect the handling of the incident if the user were a high-ranking executive in the organization? COMPUTER SECUR,SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
حساب خدمة مخصص لتشغيل عمليات المطابقة الليلية في نظام الخزينة قام بمحاولات متعددة للوصول إلى وحدات نظام الموارد البشرية وبيانات الرواتب خارج نطاق صلاحياته المحددة. الحساب من النوع غير التفاعلي ولا ينبغي له إطلاق جلسات تفاعلية، غير أنه سُجّل تسجيل دخول تفاعلي من محطة عمل موظف في قسم المالية. يُشير هذا النمط إلى احتمال استخدام بيانات اعتماد حساب الخدمة من قِبل شخص غير مخوّل. تعد هذه المخالفة انتهاكاً صريحاً لمبدأ الحد الأدنى من الصلاحيات.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
"سيناريو تعافي DRP-091: تهديد 'تسرب بيانات' يؤثر على [أنظمة البريد الإلكتروني, تطبيقات الويب, أجهزة المستخدمين النهائية]. إجراءات: تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"ملاحظة امتثال مستخرجة من 2-13-3 (NCA_ECC_Implementation_Guide.pdf): -4 Sharing incidents notifications, threat intelligence, breach indicators and reports with NCA. Control implementation guidelines • Define and document the requirements of this ECC in the cybersecurity requirements document and approve them by the representative. • Identify documented procedures to share the following with NCA: o Alerts, threat intelligence, and penetration indicators that may increase the level of suspicion of a cybersecurity incident. o Cybersecurity incident reports after the incident has been dealt with. • Share alerts, threat intelligence, penetration indicators, and incident reports with NCA through the official e-mail to register the information sharing membership ""info@nca.gov.sa follow up on any updates and instructions that the Authority may issue on reporting a",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
سيناريو تعافي DRP-059: تهديد 'تسرب بيانات' يؤثر على [خوادم قواعد البيانات]. إجراءات: تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة. عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"رُصد على حساب مدير فرع 'branch_mgr_abdulrahman' محاولة تجاوز نظام الصلاحيات المزدوجة (Dual Authorization) عبر اعتماد معاملات تحويل مالية تتجاوز حد صلاحياته البالغ 500,000 ريال. في يوم واحد، تمت الموافقة على 8 تحويلات بقيمة إجمالية تجاوزت 4.2 مليون ريال. سجلات نظام الموافقة تُظهر أن التوقيع الثاني جاء من جهاز الحاسب الشخصي ذاته.",SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
رصد نظام المراقبة حساب الخدمة 'svc_HRPayroll' يقوم بطلبات API غير اعتيادية نحو قاعدة بيانات الرواتب خارج نافذة المعالجة الدورية المجدولة. تضمّنت الطلبات استعلامات تعديل على سجلات الرواتب لـ 12 موظفاً في الإدارة العليا دون وجود طلب رسمي في نظام الموارد البشرية. تم اكتشاف أن بيانات اعتماد الحساب قد تسرّبت ضمن كود مصدري منشور على منصة خارجية.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
سيناريو تعافي DRP-033: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [أجهزة المستخدمين النهائية]. إجراءات: تحويل حركة المرور إلى الموقع البديل (DR Site).,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"سيناريو تعافي DRP-039: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [جدران الحماية, أنظمة البريد الإلكتروني, تطبيقات الويب]. إجراءات: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات. تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
رُصد حساب مدير الامتثال 'خالد العنزي' وهو يستخدم بيانات اعتماد مزدوجة حيث سُجّل دخول متزامن من موقعين جغرافيين مختلفين في الرياض وإسطنبول في نفس اللحظة. تحتوي الجلسة التركية على محاولات تصدير تقارير الامتثال مع FATF ومعلومات قوائم العقوبات المالية. يُعدّ هذا سيناريو مستحيلاً جسدياً مما يؤكد اختراق بيانات الاعتماد. يُشكّل تسريب هذه البيانات خطراً قانونياً ومالياً بالغاً على البنك.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
"ملاحظة امتثال مستخرجة من 2-4-3 (NCA_ECC_Implementation_Guide.pdf): -4 Secure management and protection against Advanced Persistent Threats (APT), which normally utilize zero-day viruses and malware. Control implementation guidelines • Define and document the requirements of this ECC in the cybersecurity requirements of email security at the organization and must be approved by the representative. • Define and provide advanced technologies within the organization to provide email protection against advanced persistent threats and zero-day malware. • Activate features of advanced persistent threats and zero- day malware in the email protection system. • Review the list of suspicious emails that have been filtered by the system because they contain advanced persistent threats and zero-day malware. • Take necessary measures to protect the device of the recipi",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
"ملاحظة امتثال مستخرجة من 2-13-4 (NCA_OTCC.pdf): , the cybersecurity re- quirements for cybersecurity incident and threat management in OT/ICS environment must be reviewed, and their implementation effectiveness is measured and evaluated periodically. Objective 35 Document Classification: Public Sharing Indicator: White Operational Technology Cybersecurity Controls Cybersecurity Resilience 3 Cybersecurity Resilience Aspects of Business Continuity Management (BCM) 3-1 To ensure the inclusion of the cybersecurity resiliency requirements within the organi- zation’s business continuity management and to remediate and minimize the impacts on OT/ICS environment from disasters caused by cybersecurity incidents.",SUSPICIOUS_BEHAVIOR,Medium,data\train_light_500.csv,6
"سيناريو تعافي DRP-048: تهديد 'كارثة طبيعية (حريق)' يؤثر على [أنظمة كشف التسلل, أجهزة المستخدمين النهائية, جدران الحماية]. إجراءات: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات. تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"ملاحظة امتثال مستخرجة من DOC:NIST_CSF:072 (NIST_CSF.pdf): and software, runtime environments, and their data are monitored to find potentially adverse events • Adverse Event Analysis (DE.AE): Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents o DE.AE-02: Potentially adverse events are analyzed to better understand associated activities o DE.AE-03: Information is correlated from multiple sources o DE.AE-04: The estimated impact and scope of adverse events are understood o DE.AE-06: Information on adverse events is provided to authorized staff and tools o DE.AE-07: Cyber threat intelligence and other contextual information are integrated into the analysis o DE.AE-08: Incidents are declared when adverse events meet the defined incident criteria NIST CSW",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
سيناريو تعافي DRP-023: تهديد 'فشل الشبكة الرئيسية' يؤثر على [شبكة المؤسسة]. إجراءات: تفعيل خطة استمرارية الأعمال للعمليات المتأثرة. تحويل حركة المرور إلى الموقع البديل (DR Site).,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"في سيناريو بنكي واقعي، **معرف العملية:** P-097
    **اسم العملية:** منصة التداول الإلكتروني

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم برامج الفدية (Ransomware)' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'منصة التداول الإلكتروني'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص النسخ الاحتياطي'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'منصة التداول الإلكتروني' ذات حرجية 'حرج'، وتتطلب استعادة خلال 4.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 12 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** فشل نظام حرج يؤثر على العملاء.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",SUSPICIOUS_BEHAVIOR,High,data\train_light_500.csv,6
سيناريو تعافي DRP-056: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [جدران الحماية]. إجراءات: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء. عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"Essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
27 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود 
2-13-3 
Requirements for cybersecurity incident and threat management shall include the 
following as a minimum:  
2.13.3.1 Cybersecurity incident response plans and escalation procedures",SUSPICIOUS_BEHAVIOR,Medium,pdf:NCA_ECC_2024_EN.pdf,6
عملية بنكية: البريد الإلكتروني الداخلي والتعاون | القسم: العمليات التقنية | حرجية: منخفض | التهديد: تسرب بيانات | نقطة الضعف: عدم وجود تشفير للبيانات | الأصول: تطبيقات الويب | RTO: 48.0h | RPO: 720m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
"ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_61_Incident:278 (NIST_SP_800_61_Incident.pdf): by the incidents is minimized. 5. What services does the incident response team provide? The particular services that incident response teams offer vary widely among organizations. Besides performing incident handling, most teams also assume responsibility for intrusion detection system monitoring and management. A team may also distribute advisories regarding new threats, and educate users and IT staff on their roles in incident prevention and handling. 6. To whom should incidents be reported? Organizations should establish clear points of contact (POC) for reporting incidents internally. Some organizations will structure their incident response capability so that all incidents are reported directly to the incident response team, whereas others will use existing support 50 Definitions of ",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6
عملية بنكية: نظام تخطيط موارد المؤسسة (ERP) | القسم: المالية | حرجية: حرج جداً | التهديد: هجوم حجب الخدمة (DDoS) | نقطة الضعف: نقص النسخ الاحتياطي | الأصول: أنظمة كشف التسلل | RTO: 2.0h | RPO: 30m,SUSPICIOUS_BEHAVIOR,Critical,data\bank_scenarios_import.csv,6
"**معرف العملية:** P-053
    **اسم العملية:** البريد الإلكتروني الداخلي والتعاون

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تصيد احتيالي (Phishing)' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'البريد الإلكتروني الداخلي والتعاون'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقطة دخول واحدة للفشل'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'البريد الإلكتروني الداخلي والتعاون' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 48.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 168 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
تم اكتشاف حساب خدمة تقني 'svc_hr_integration' مرتبط بنظام الموارد البشرية يقوم بعمليات مصادقة متكررة على نظام Treasury بصلاحيات لا تتوافق مع وظيفته المحددة. الحساب استخدم بروتوكول LDAP للوصول إلى مجموعات Active Directory الخاصة بموظفي الخزينة واستخرج قوائم المستخدمين وصلاحياتهم. هذا النشاط يشير إلى احتمال اختراق الحساب واستخدامه كنقطة انطلاق للتحرك الجانبي (Lateral Movement) داخل الشبكة.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6
حساب خدمة مرتبط بنظام بوابة الدفع الإلكتروني يُسجل محاولات متكررة للوصول إلى واجهة برمجية (API) لنظام SWIFT خارج بروتوكولات التكامل المعتمدة. تشير السجلات إلى محاولات لحقن أوامر تحويل دولية بصيغ معدلة قد تتجاوز آليات الفلترة. يُعد هذا النمط مطابقاً لأساليب هجمات SWIFT المعروفة التي استهدفت بنوكاً في المنطقة.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
"سيناريو تعافي DRP-086: تهديد 'كارثة طبيعية (حريق)' يؤثر على [خوادم قواعد البيانات, شبكة المؤسسة, أنظمة التخزين السحابي]. إجراءات: التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
عملية بنكية: نظام الصراف الآلي ونقاط البيع | القسم: الامتثال | حرجية: متوسط | التهديد: اختراق قاعدة البيانات | نقطة الضعف: نقص الوعي الأمني للموظفين | الأصول: أنظمة الدفع الإلكتروني | RTO: 8.0h | RPO: 120m,SUSPICIOUS_BEHAVIOR,Medium,data\bank_scenarios_import.csv,6
عملية بنكية: نظام الخدمات المصرفية الأساسية | القسم: تكنولوجيا المعلومات | حرجية: حرج | التهديد: تسرب بيانات | نقطة الضعف: نقص الوعي الأمني للموظفين | الأصول: أجهزة المستخدمين النهائية | RTO: 2.0h | RPO: 60m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6
عملية بنكية: خدمات الاستثمار | القسم: الامتثال | حرجية: متوسط | التهديد: تسرب بيانات | نقطة الضعف: تكوينات خاطئة | الأصول: أنظمة البريد الإلكتروني | RTO: 24.0h | RPO: 120m,SUSPICIOUS_BEHAVIOR,Medium,data\bank_scenarios_import.csv,6
تم رصد حساب المسؤول الشبكي 'admin_nasser' يقوم بتسجيل دخول متعدد من عناوين IP مختلفة في وقت واحد، مما يشير إلى احتمال اختراق بيانات الاعتماد أو مشاركة كلمة المرور. تم تسجيل 14 جلسة نشطة متزامنة خلال ساعة واحدة من مناطق جغرافية متباعدة تشمل الرياض وجدة ودبي. النظام الأساسي المتأثر هو Core Banking System (CBS) الذي يحتوي على بيانات العملاء الحساسة والمعاملات المالية. تم تجاوز صلاحيات الوصول الاعتيادية للحساب بشكل ملحوظ خلال فترة الاختراق.,SUSPICIOUS_BEHAVIOR,Critical,data\imtithal_violations_latest.csv,6
