description,category,agent,source,scenario_id,operation_name
"سيناريو DRP DRP-036
تهديد: هجوم سيبراني (برمجيات الفدية)
عملية: P-066
أصول: خوادم قواعد البيانات, شبكة المؤسسة, تطبيقات الويب
استباقي: تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).; تطبيق التشفير للبيانات الحساسة أثناء التخزين والإرسال.
أثناء: تحويل حركة المرور إلى الموقع البديل (DR Site).
تعافي: تحديث الخطط والإجراءات بناءً على الدروس المستفادة.; إشعار الجهات التنظيمية (مثل SAMA, NCA, PDPL) بالحادث.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""فهد العتيبي"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ناصر القحطاني"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""طريقة_التواصل"": {""الطريقة"": ""تطبيق المراسلة الآمن"", ""الاسم"": ""SecureChat""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-036,
"سيناريو DRP DRP-037
تهديد: فشل الشبكة الرئيسية
عملية: P-092
أصول: تطبيقات الويب, أنظمة كشف التسلل
استباقي: تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.; إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.; توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.
أثناء: تعطيل الوصول غير المصرح به.; تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.; تحويل حركة المرور إلى الموقع البديل (DR Site).
تعافي: تحديث الخطط والإجراءات بناءً على الدروس المستفادة.; إعادة تشغيل الخدمات بشكل تدريجي ومراقب.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""البريد الإلكتروني للطوارئ"", ""البريد"": ""emergency@example.com""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""ليلى السالم"", ""المنصب",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-037,
"سيناريو DRP DRP-038
تهديد: هجوم حجب الخدمة (DDoS)
عملية: P-095
أصول: تطبيقات الويب
استباقي: تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.; تطبيق التشفير للبيانات الحساسة أثناء التخزين والإرسال.
أثناء: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
تعافي: إشعار الجهات التنظيمية (مثل SAMA, NCA, PDPL) بالحادث.; تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ناصر القحطاني"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-038,
"سيناريو DRP DRP-039
تهديد: فشل نظام قاعدة البيانات
عملية: P-056
أصول: جدران الحماية, أنظمة البريد الإلكتروني, تطبيقات الويب
استباقي: إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.; تصنيف البيانات حسب حساسيتها وتحديد ملاك البيانات بوضوح.
أثناء: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.; تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.
تعافي: تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.; إعادة تشغيل الخدمات بشكل تدريجي ومراقب.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ناصر القحطاني"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ""إدارة المخا",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-039,
"سيناريو DRP DRP-040
تهديد: فشل نظام قاعدة البيانات
عملية: P-088
أصول: أنظمة إدارة الهوية والوصول, أنظمة البريد الإلكتروني, شبكة المؤسسة
استباقي: تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.; إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.; تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
أثناء: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.; تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.; تعطيل الوصول غير المصرح به.
تعافي: تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.; اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.; استعادة الأنظمة والبيانات من النسخ الاحتياطية النظيفة.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ""إدارة المخاطر",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-040,
"سيناريو DRP DRP-041
تهديد: هجوم سيبراني (برمجيات الفدية)
عملية: P-006
أصول: أنظمة الدفع الإلكتروني, جدران الحماية, أنظمة التخزين السحابي
استباقي: تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
أثناء: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.
تعافي: اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""فهد العتيبي"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""ليلى السالم"", ""المنصب"": ""إدارة الع",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-041,
"سيناريو DRP DRP-042
تهديد: فشل الشبكة الرئيسية
عملية: P-062
أصول: تطبيقات الويب, أنظمة كشف التسلل, أنظمة البريد الإلكتروني
استباقي: تصنيف البيانات حسب حساسيتها وتحديد ملاك البيانات بوضوح.; مراجعة دورية لضوابط NCA و SAMA لضمان الامتثال.; تطبيق التشفير للبيانات الحساسة أثناء التخزين والإرسال.
أثناء: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.; التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
تعافي: اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""البريد الإلكتروني للطوارئ"", ""البريد"": ""emergency@example.com""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""ليلى السالم"", ",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-042,
"سيناريو DRP DRP-043
تهديد: فشل مزود الخدمة السحابية
عملية: P-088
أصول: أنظمة إدارة الهوية والوصول
استباقي: إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.; توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.; تصنيف البيانات حسب حساسيتها وتحديد ملاك البيانات بوضوح.
أثناء: تحويل حركة المرور إلى الموقع البديل (DR Site).; عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.; تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
تعافي: تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.; إشعار الجهات التنظيمية (مثل SAMA, NCA, PDPL) بالحادث.; تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ""إدارة المخاطر",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-043,
"سيناريو DRP DRP-044
تهديد: فشل مزود الخدمة السحابية
عملية: P-082
أصول: أجهزة المستخدمين النهائية, أنظمة البريد الإلكتروني, جدران الحماية
استباقي: تفعيل حلول منع تسرب البيانات (DLP) على البريد الإلكتروني والأجهزة ونقاط الخروج.
أثناء: تعطيل الوصول غير المصرح به.; عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
تعافي: تعزيز الإجراءات الأمنية لمنع تكرار الحادث.; اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ""إدارة ",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-044,
"سيناريو DRP DRP-045
تهديد: فشل مزود الخدمة السحابية
عملية: P-094
أصول: أنظمة كشف التسلل, أنظمة التخزين السحابي
استباقي: تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).; تطبيق التشفير للبيانات الحساسة أثناء التخزين والإرسال.; توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.
أثناء: تحويل حركة المرور إلى الموقع البديل (DR Site).; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
تعافي: استعادة الأنظمة والبيانات من النسخ الاحتياطية النظيفة.; إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.; تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""تطبيق المراسلة الآمن"", ""الاسم"": ""SecureChat""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""خالد عبدالرحمن"", ""المنصب"":",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-045,
"سيناريو DRP DRP-046
تهديد: كارثة طبيعية (حريق)
عملية: P-032
أصول: أنظمة كشف التسلل
استباقي: تصنيف البيانات حسب حساسيتها وتحديد ملاك البيانات بوضوح.; توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.
أثناء: تحويل حركة المرور إلى الموقع البديل (DR Site).; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
تعافي: استعادة الأنظمة والبيانات من النسخ الاحتياطية النظيفة.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""فهد العتيبي"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""البريد الإلكتروني للطوارئ"", ""البريد"": ""emergency@example.com""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهر",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-046,
"سيناريو DRP DRP-047
تهديد: انقطاع التيار الكهربائي
عملية: P-030
أصول: أنظمة التخزين السحابي
استباقي: تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.; تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
أثناء: التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
تعافي: تعزيز الإجراءات الأمنية لمنع تكرار الحادث.; اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.; تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ""إدارة ",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-047,
"سيناريو DRP DRP-048
تهديد: كارثة طبيعية (حريق)
عملية: P-097
أصول: أنظمة كشف التسلل, أجهزة المستخدمين النهائية, جدران الحماية
استباقي: تطبيق التشفير للبيانات الحساسة أثناء التخزين والإرسال.; توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.
أثناء: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.; عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
تعافي: اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ناصر القحطاني"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""طريقة_التواصل"": {""الطريقة"": ""تطبيق المراسلة الآمن"", ""الاسم"": ""SecureChat""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""ليلى السالم"", ""المنصب"": ",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-048,
"سيناريو DRP DRP-049
تهديد: انقطاع التيار الكهربائي
عملية: P-066
أصول: خوادم قواعد البيانات, شبكة المؤسسة, أنظمة الدفع الإلكتروني
استباقي: تفعيل حلول منع تسرب البيانات (DLP) على البريد الإلكتروني والأجهزة ونقاط الخروج.; إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.
أثناء: التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.; تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.
تعافي: تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""تطبيق المراسلة الآمن"", ""الاسم"": ""SecureChat""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""خالد عبدالرحمن"", ""المنصب"": ""إدارة مكتب",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-049,
"سيناريو DRP DRP-050
تهديد: فشل مزود الخدمة السحابية
عملية: P-018
أصول: جدران الحماية, خوادم قواعد البيانات
استباقي: تطبيق التشفير للبيانات الحساسة أثناء التخزين والإرسال.
أثناء: تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.; تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.
تعافي: إشعار الجهات التنظيمية (مثل SAMA, NCA, PDPL) بالحادث.; إعادة تشغيل الخدمات بشكل تدريجي ومراقب.; إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ناصر القحطاني"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""طريقة_التواصل"": {""الطريقة"": ""البريد الإلكتروني للطوارئ"", ""البريد"": ""emergency@example.com""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""خالد عب",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-050,
"سيناريو DRP DRP-051
تهديد: فشل الشبكة الرئيسية
عملية: P-086
أصول: أجهزة المستخدمين النهائية, شبكة المؤسسة
استباقي: إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.
أثناء: تعطيل الوصول غير المصرح به.
تعافي: تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.; تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""فهد العتيبي"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""ليلى السالم"", ""المنصب"": ""إدارة العمليات""}",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-051,
"سيناريو DRP DRP-052
تهديد: تسرب بيانات
عملية: P-049
أصول: شبكة المؤسسة, أنظمة إدارة الهوية والوصول, أجهزة المستخدمين النهائية
استباقي: توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.
أثناء: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.; تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.; التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
تعافي: إعادة تشغيل الخدمات بشكل تدريجي ومراقب.; تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""تطبيق المراسلة الآمن"", ""الاسم"": ""SecureChat""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""خالد عبدالرحمن"", ""ا",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-052,
"سيناريو DRP DRP-053
تهديد: فشل مزود الخدمة السحابية
عملية: P-004
أصول: أنظمة التخزين السحابي, أنظمة البريد الإلكتروني, خوادم قواعد البيانات
استباقي: إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.; إعداد خطط اتصال طارئة مع أصحاب المصلحة الرئيسيين.; تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
أثناء: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.
تعافي: إعادة تشغيل الخدمات بشكل تدريجي ومراقب.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""ليلى السالم"", ""المنصب"": ""إدارة العمليات""}, ""ب",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-053,
"سيناريو DRP DRP-054
تهديد: فشل الشبكة الرئيسية
عملية: P-091
أصول: أنظمة إدارة الهوية والوصول, شبكة المؤسسة
استباقي: تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.; توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.
أثناء: عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
تعافي: إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.; تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.; تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ناصر القحطاني"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""طريقة_التواصل"": {""الطريقة"": ""البريد الإلكتروني للطوارئ"", ""البريد"": ""emergency@example.com""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد ال",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-054,
"سيناريو DRP DRP-055
تهديد: فشل مزود الخدمة السحابية
عملية: P-057
أصول: جدران الحماية
استباقي: إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.; تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).; تطبيق التشفير للبيانات الحساسة أثناء التخزين والإرسال.
أثناء: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
تعافي: إشعار الجهات التنظيمية (مثل SAMA, NCA, PDPL) بالحادث.; إعادة تشغيل الخدمات بشكل تدريجي ومراقب.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""تطبيق المراسلة الآمن"", ""الاسم"": ""SecureChat""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""خالد عبدالرحمن"", ""ا",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-055,
"سيناريو DRP DRP-056
تهديد: فشل نظام قاعدة البيانات
عملية: P-058
أصول: جدران الحماية
استباقي: إعداد خطط اتصال طارئة مع أصحاب المصلحة الرئيسيين.
أثناء: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.; عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
تعافي: إعادة تشغيل الخدمات بشكل تدريجي ومراقب.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""ليلى السالم"", ""المنصب"": ""إدارة العمليات""",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-056,
"سيناريو DRP DRP-057
تهديد: انقطاع التيار الكهربائي
عملية: P-091
أصول: أنظمة كشف التسلل
استباقي: توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.
أثناء: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.; تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
تعافي: إشعار الجهات التنظيمية (مثل SAMA, NCA, PDPL) بالحادث.; تعزيز الإجراءات الأمنية لمنع تكرار الحادث.; اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""سارة المحمد"", ""المنصب"": ""إدارة الامتثال""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ناصر القحطاني"", ""المنصب"": ""إدارة تكنولوجيا المعلومات""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""خالد عبدالرحمن"", ""المنصب"": ""إدارة مكتب",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-057,
"سيناريو DRP DRP-058
تهديد: فشل مزود الخدمة السحابية
عملية: P-007
أصول: أنظمة الدفع الإلكتروني, أنظمة كشف التسلل
استباقي: توفير أنظمة طاقة احتياطية (UPS/مولدات) للمرافق الحيوية.; إعداد خطط اتصال طارئة مع أصحاب المصلحة الرئيسيين.; إجراء نسخ احتياطية دورية خارج الموقع (Offsite Backups) واختبارها.
أثناء: تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.; تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.; تعطيل الوصول غير المصرح به.
تعافي: اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.; إشعار الجهات التنظيمية (مثل SAMA, NCA, PDPL) بالحادث.; إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""ريم العنزي"", ""المنصب"": ""إدارة الامتثال""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ""إدارة المخاطر",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-058,
"سيناريو DRP DRP-059
تهديد: تسرب بيانات
عملية: P-081
أصول: خوادم قواعد البيانات
استباقي: تفعيل حلول منع تسرب البيانات (DLP) على البريد الإلكتروني والأجهزة ونقاط الخروج.
أثناء: تطبيق إجراءات الإغلاق الآمن للأنظمة المتأثرة.; عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.; تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.
تعافي: استعادة الأنظمة والبيانات من النسخ الاحتياطية النظيفة.; اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.; إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.
تواصل: {""مسؤول_التواصل"": {""الاسم"": ""عبدالله الشهراني"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""مسؤول_التواصل_البديل"": {""الاسم"": ""محمد بديري"", ""المنصب"": ""إدارة الأمن السيبراني""}, ""طريقة_التواصل"": {""الطريقة"": ""الخط الساخن"", ""الرقم"": ""99000""}, ""مسؤول_استقبال_الاتصال"": {""الاسم"": ""أحمد الزهراني"", ""المنصب"": ""إدارة ",DRP_SCENARIO,drp,drp_scenarios_arabic_v2,DRP-059,
