description,category,severity,source,label
حساب موظف العمليات في قسم الخزينة (Treasury) لا يزال يستخدم كلمة المرور الافتراضية التي تم تعيينها عند إنشاء الحساب قبل 18 شهراً. كلمة المرور الافتراضية هي 'Welcome@123' وهي معروفة على نطاق واسع كأحد أكثر كلمات المرور شيوعاً في بيئات المؤسسات. يملك هذا الحساب صلاحية الاطلاع على بيانات المراكز المالية ومحافظ الاستثمار. تمثل هذه المخالفة تهديداً مباشراً للمعلومات المالية الحساسة التي قد تؤثر على قرارات السوق.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7
حساب الدخول على نظام تقارير مجلس الإدارة والتقارير التنفيذية يستخدم كلمة مرور مشتركة بين عدة مساعدين تنفيذيين وهو ما يتعارض مع مبدأ المساءلة الفردية. كلمة المرور المشتركة هي 'Board@2023' ولم تُغيَّر منذ أكثر من 12 شهراً ومعروفة لـ 6 موظفين على الأقل. النظام يحتوي على تقارير مالية سرية وخطط استراتيجية للبنك.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7
نظام الموارد البشرية (HR System) يحتوي على حسابات لموظفين انتقلوا لأقسام أخرى ولا تزال لديهم صلاحيات قسمهم القديم مع كلمات مرور لم تتجدد منذ أكثر من عام. تم رصد 23 حساباً بهذا الوضع، وبعضها يملك صلاحية تعديل بيانات الرواتب. تُشكّل هذه الحسابات خطر احتيال داخلي بالغاً. غياب مراجعة دورية لصلاحيات الوصول يُضخّم هذا الخطر.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7
موظفة في قسم الامتثال والمخاطر تستخدم كلمة مرور مشتقة من اسمها الشخصي وتاريخ ميلادها وهي 'Nora1985!' ولم يتم تغييرها منذ 14 شهراً. تم رصد هذه المخالفة من خلال أداة تحليل قوة كلمات المرور المطبقة على Active Directory. الحساب يمكّنها من الوصول إلى تقارير AML ونظام مراقبة المعاملات المشبوهة، مما يجعل اختراقه خطراً تنظيمياً بالغاً. صلاحيات الحساب لم تُراجع منذ ترقيتها إلى مدير أول قبل عام.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7
حساب خدمة تشغيلي مرتبط بنظام الخزينة والمشتقات المالية يستخدم كلمة مرور ثابتة منذ تاريخ إنشاء النظام قبل 5 سنوات. الكلمة المستخدمة 'Treasury2019' تحتوي على اسم القسم وسنة الإنشاء، مما يجعلها سهلة التخمين للمطلعين الداخليين. هذا الحساب يُنفّذ عمليات مالية آلية بمبالغ تتجاوز مئات الملايين يومياً. غياب أي آلية لتدوير كلمات المرور في حسابات الخدمة يُعدّ مخالفة صريحة للسياسة الأمنية.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7
حساب الخدمة المستخدم للتكامل بين نظام الموارد البشرية ونظام الرواتب يعمل بكلمة مرور افتراضية لم تُغيَّر منذ تثبيت النظام قبل 3 سنوات. كلمة المرور هي 'Service@123' وهي كلمة مرور افتراضية موثقة في دليل المورد المتاح على الإنترنت. هذا الحساب يملك صلاحيات قراءة وكتابة على جداول الرواتب والبيانات الشخصية لجميع موظفي البنك البالغ عددهم أكثر من 3000 موظف.,WEAK_PASSWORD,Critical,data\imtithal_violations_latest.csv,7
"سيناريو تعافي DRP-001: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [أجهزة المستخدمين النهائية, أنظمة إدارة الهوية والوصول, خوادم قواعد البيانات]. إجراءات: التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ. تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.",PAM,High,data\bank_scenarios_import.csv,3
رصد النظام قيام موظف مقاول خارجي بتسجيل الدخول إلى حساب مسؤول نظام الموارد البشرية خارج ساعات العمل المعتمدة وفي عطلة نهاية الأسبوع، وتنزيل ملف يحتوي على بيانات رواتب جميع موظفي البنك. الحساب الممنوح للمقاول كان يفترض أن يكون مقيداً بصلاحيات القراءة الجزئية فقط. تبين لاحقاً أن الحساب يملك صلاحيات أعلى بكثير مما تم توثيقه في طلب الوصول الأصلي. لم يتم تعطيل حساب المقاول رغم انتهاء عقده قبل أسبوعين.,PAM,High,data\imtithal_violations_latest.csv,3
"Privileged roles include key management, account management, 
database administration, system and network administration, and web administration",PAM,Medium,pdf:NIST_SP_800_53_Access.pdf,3
اكتُشف أن موظفاً سابقاً في قسم الخزينة لا يزال حسابه المميز نشطاً بعد مرور 45 يوماً من تاريخ إنهاء خدمته. الحساب يملك صلاحيات الاطلاع على بيانات المعاملات النقدية الكبيرة وتقارير مراكز المخاطر. تم رصد محاولة دخول ناجحة إلى نظام Treasury Management System بعد تاريخ الإنهاء بـ 12 يوماً. لم يُبلَّغ فريق أمن المعلومات بقرار إنهاء الخدمة من قِبل إدارة الموارد البشرية.,PAM,Critical,data\imtithal_violations_latest.csv,3
"**معرف العملية:** P-080
    **اسم العملية:** نظام تخطيط موارد المؤسسة (ERP)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'نظام تخطيط موارد المؤسسة (ERP)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نظام قديم'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام تخطيط موارد المؤسسة (ERP)' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 72.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 720 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 168 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** فشل نظام حرج يؤثر على العملاء.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",PAM,High,data\bank_scenarios_import.csv,3
"Discussion:  Privileged status can be obtained, for example, by serving in the role of system 
administrator",PAM,Medium,pdf:NIST_SP_800_53_Access.pdf,3
"**معرف العملية:** P-004
    **اسم العملية:** نظام تخطيط موارد المؤسسة (ERP)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'نظام تخطيط موارد المؤسسة (ERP)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام تخطيط موارد المؤسسة (ERP)' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 12.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 240 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 48 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",PAM,High,data\bank_scenarios_import.csv,3
"**معرف العملية:** P-063
    **اسم العملية:** البوابة الإلكترونية للعملاء

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'خطأ بشري' يستهدف 'أنظمة إدارة الهوية والوصول'، وهو أحد الأصول الرئيسية لعملية 'البوابة الإلكترونية للعملاء'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'البوابة الإلكترونية للعملاء' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 72.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 168 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",PAM,High,data\bank_scenarios_import.csv,3
كُشف عن استخدام مشترك لحساب مدير قاعدة بيانات نظام الموارد البشرية من قِبل ثلاثة موظفين في الفريق التقني دون تسجيل فردي للجلسات. يحتوي هذا النظام على بيانات الرواتب والمعلومات الشخصية لكافة موظفي البنك. غياب المساءلة الفردية يجعل تتبع أي تغيير غير مصرح به في بيانات الرواتب أمراً شبه مستحيل. لم يتم توثيق أي تفويض رسمي لمنح هذه الصلاحية المشتركة.,PAM,High,data\imtithal_violations_latest.csv,3
عملية بنكية: البوابة الإلكترونية للعملاء | القسم: العمليات التقنية | حرجية: منخفض | التهديد: خطأ بشري | نقطة الضعف: نقص الوعي الأمني للموظفين | الأصول: أنظمة إدارة الهوية والوصول | RTO: 72.0h | RPO: 480m,PAM,High,data\bank_scenarios_import.csv,3
سيناريو تعافي DRP-043: تهديد 'فشل مزود الخدمة السحابية' يؤثر على [أنظمة إدارة الهوية والوصول]. إجراءات: تحويل حركة المرور إلى الموقع البديل (DR Site). عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.,PAM,High,data\bank_scenarios_import.csv,3
تم رصد محاولات متكررة من حساب مستخدم عادي في فرع الرياض لرفع صلاحياته إلى مستوى مسؤول النظام عبر استغلال ثغرة في نظام تذاكر الخدمة الداخلية. نجحت إحدى المحاولات في منح الحساب وصولاً مؤقتاً لمدة 6 ساعات إلى وحدة اعتماد القروض في Core Banking. يُعدّ هذا نمطاً خطيراً من التصعيد غير المصرّح به للصلاحيات Privilege Escalation.,PAM,Critical,data\imtithal_violations_latest.csv,3
"There are many 
ways to covertly obtain access to user accounts, including: weak passwords, accounts still valid after 
a user leaves the enterprise, dormant or lingering test accounts, shared accounts that have not been 
changed in months or years, service accounts embedded in applications for scripts, a user having 
the same password as one they use for an online account that has been compromised (in a public 
password dump), social engineering a user to give their password, or using malware to capture 
passwords or tokens in memory or over the network.
Administrative, or highly privileged, accounts are a particular target, because they allow attackers 
to add other accounts, or make changes to assets that could make them more vulnerable to other 
attacks",PAM,Medium,pdf:CIS_Controls_v8.pdf,3
"the cyber security controls implemented (e.g., configuration parameters, events to monitor and 
retain [including system access and data], identity and access management); 
c",PAM,Medium,pdf:SAMA_EN_5888_VER1.pdf,3
"OCI offers the following features and services that might help customers meet their identity and access management 
requirements: 
 
Identity and Access Management (IAM) provides authentication and authorization for all OCI resources and 
services, enabling customers to control who has access to their cloud resources",PAM,Medium,pdf:Oracle_SAMA_Advisory.pdf,3
"Authorized personnel 
include security administrators, system administrators, system security officers, system 
programmers, and other privileged users",PAM,Medium,pdf:NIST_SP_800_53_Access.pdf,3
حساب admin مشترك بين 4 موظفين في قسم الامتثال بنفس كلمة المرور.,PAM,High,scenario_eval,3
"The identity and access management policy, including the responsibilities and accountabilities, should 
be defined, approved and implemented",PAM,Medium,pdf:SAMA_EN_5888_VER1.pdf,3
"**معرف العملية:** P-057
    **اسم العملية:** نظام مكافحة الاحتيال

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'برمجيات خبيثة' يستهدف 'أنظمة كشف التسلل'، وهو أحد الأصول الرئيسية لعملية 'نظام مكافحة الاحتيال'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام مكافحة الاحتيال' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 1.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 5 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 2 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** حرج",PAM,Critical,data\bank_scenarios_import.csv,3
"ملاحظة امتثال مستخرجة من 2-2-3 (NCA_ECC_Implementation_Guide.pdf): -4 Privileged access management. Control implementation guidelines: • Define and document the requirements of this ECC in the cybersecurity requirements of identity and access management at the organization and must be approved by the representative • Define privileged access at the level of infrastructure, networks, and applications in the organization. • Identify Personnel with Privileged Access. • Develop Privileged Access Management procedures by the organization, taking into account the following o Privileged accounts must not be used for normal daily tasks, and a normal user account must be used for this purpose o Privileged accounts must not be used for internet access. o Privileged accounts must not be used for email access o Privileged accounts must not be restricted for remote ac",PAM,Medium,legal_articles_from_pdfs.json,3
"In addition, we 
recommend that multi factor authentication should be implemented on administrator access 
to production environment.
The organization should consider implementing competent Identity Access
Implementation 
Considerations
Saudi Arabia NCA ECC Standard Compliance – Implementation Considerations
'ST]VMKLXWk%PP6MKLXW6IWIVZIHF]%YNEW
Page   7
NSEIT
 Management and Privilege Access Management technology solutions.
Segregation of duties matrix for all applications must be developed and implemented",PAM,Medium,Aujas_NCA_Compliance.pdf,3
"ملاحظة امتثال مستخرجة من DOC:SAMA_CSF:031 (SAMA_CSF.pdf): ntrol Consideration SAMA CSF Language Company Enables 3.3.5-3 3. The effectiveness of the cyber security controls within the identity and access management policy should be measured and periodically evaluated. 3.3.6 Application Security Principle The Member Organization should define, approve and implement cyber security standards for application systems. The compliance with these standards should be monitored and the effectiveness of these controls should be measured and periodically evaluated. Objective To ensure that sufficient cyber security controls are formally documented and implemented for all applications, and that the compliance is monitored and its effectiveness is evaluated periodically within the Member Organization. SAMA CSF Control Consideration SAMA CSF Language Company Ena",PAM,Medium,legal_articles_from_pdfs.json,3
"ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:077 (SAMA_EN_5888_VER1.pdf): security standards should be monitored. 3. The effectiveness of the application cyber security controls should be measured and periodically evaluated. 4. Application development should follow the approved secure system development life cycle methodology (SDLC). 5. The application security standard should include: a. secure coding standards; b. the cyber security controls implemented (e.g., configuration parameters, events to monitor and retain [including system access and data], identity and access management); c. the segregation of duties within the application (supported with a documented authorization matrix); d. the protection of data aligned with the (agreed) classification scheme (including privacy of customer data and, avoiding unauthorized access and (un)intended data leakage); e. ",PAM,Medium,legal_articles_from_pdfs.json,3
"ملاحظة امتثال مستخرجة من 0-63-3 (CIS_Controls_v8.pdf): / For guidance on the creation and use of passwords, reference the CIS Password Policy Guide: https://www.cisecurity.org/white-papers/cis-password-policy-guide Safeguards Safeguard 5.1: Establish and Maintain an Inventory of Accounts Asset Type:   Users    |  Security Function:   Identify    |  |    IG1      IG2      IG3 Establish and maintain an inventory of all accounts managed in the enterprise. The inventory must at a minimum include user, administrator, and service accounts. The inventory, at a minimum, should contain the person’s name, username, start/stop dates, and department. Validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently. Safeguard 5.2: Use Unique Passwords Asset Type:   Users    |  Security Function:   Protect",PAM,Medium,legal_articles_from_pdfs.json,3
"**معرف العملية:** P-005
    **اسم العملية:** مركز دعم العملاء

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'خطأ بشري' يستهدف 'أنظمة البريد الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'مركز دعم العملاء'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'برامج غير محدثة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'مركز دعم العملاء' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 24.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 240 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 96 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",PAM,High,data\bank_scenarios_import.csv,3
تبيّن أن حساب خدمة يستخدمه نظام مراقبة المخاطر يمتلك صلاحية كتابة Write على قاعدة بيانات التقارير التنظيمية بدلاً من صلاحية القراءة فقط التي تقتضيها طبيعة عمله. وُثّق استخدام هذه الصلاحية الزائدة في تعديل سجلات تاريخية دون توثيق أو تفسير. يرتبط هذا الحساب بنظام يُرفع منه تقارير مباشرة لمؤسسة النقد العربي السعودي. يهدد ذلك مصداقية التقارير التنظيمية وسلامتها.,PAM,High,data\imtithal_violations_latest.csv,3
"**معرف العملية:** P-014
    **اسم العملية:** البوابة الإلكترونية للعملاء

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم حجب الخدمة (DDoS)' يستهدف 'أنظمة كشف التسلل'، وهو أحد الأصول الرئيسية لعملية 'البوابة الإلكترونية للعملاء'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص النسخ الاحتياطي'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'البوابة الإلكترونية للعملاء' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 15 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 2 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تصنيف البيانات حسب حساسيتها وتحديد ملاك البيانات بوضوح.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'البريد الإلكتروني للطوارئ', 'البريد': 'emergency@example.com'}
    - **سبب التواصل:** إبلاغ عن حادث أمني يتطلب تدخل NCA.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",PAM,Critical,data\bank_scenarios_import.csv,3
"Controls 
2-2-1 
Cybersecurity requirements for identity and access management must be defined, 
documented and approved",PAM,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,3
"سيناريو تعافي DRP-073: تهديد 'فشل مزود الخدمة السحابية' يؤثر على [شبكة المؤسسة, أنظمة إدارة الهوية والوصول, تطبيقات الويب]. إجراءات: تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية. عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.",PAM,High,data\bank_scenarios_import.csv,3
اكتشف فريق التدقيق الداخلي وجود 14 حساباً مميزاً في نظام الامتثال والمخاطر غير مدرجة في سجل إدارة الهويات والوصول المركزي للبنك. هذه الحسابات المجهولة تتمتع بصلاحيات تعديل تقارير الامتثال وسجلات مكافحة غسيل الأموال. لا يمكن ربط هذه الحسابات بأي موظف أو نظام موثق، مما يجعل تتبع مسؤوليتها أمراً مستحيلاً. وجود هذه الحسابات المجهولة يمثل خطراً بالغاً على نزاهة تقارير الامتثال المقدمة للجهات الرقابية.,PAM,Critical,data\imtithal_violations_latest.csv,3
تبيّن أن كلمة مرور الحساب الإداري الخاص بنظام SWIFT المصرفي لم تُغيَّر منذ أكثر من 18 شهراً، وهو ما يخالف السياسة الداخلية التي تستوجب التغيير كل 90 يوماً. الحساب المسمى swift_admin يُستخدَم من قِبل 3 موظفين مختلفين في قسم العمليات المصرفية، مما يعني انعدام المساءلة الفردية. فضلاً عن ذلك، لم يتم تفعيل المصادقة متعددة العوامل على هذا الحساب رغم حساسيته البالغة.,PAM,Critical,data\imtithal_violations_latest.csv,3
"ملاحظة امتثال مستخرجة من DOC:DataManagementPersonalDataProtectionStandards:233 (DataManagementPersonalDataProtectionStandards.pdf): Security and Protection controls: 9.15.1. Controls Domain Name Data Security and Protection Domain ID DS Control Name Information Security Governance Control Description Establishing a plan to employ the tools, personnel and business processes to ensure security is carried out sufficiently to meet the Entity's needs for data protection Control Name Information Security Architecture Control Description The fundamental concepts and properties of the Entity's systems to enable the purpose, context and guidance for making security design decisions Control Name Information Systems Design, Development and Testing Control Description Minimum Security provisions to include as components into a system during its development, testing and implementation Public 171 Control Name Identity and Access Man",PAM,Medium,legal_articles_from_pdfs.json,3
حساب contractor يعمل بعد الساعة 11 مساءً ويحمّل ملفات CSV كبيرة.,PAM,High,scenario_eval,3
"ملاحظة امتثال مستخرجة من 2-2-3 (NCA_ECC_Implementation_Guide.pdf): -3 User authorization based on identity and access control principles: Need-to- Know and Need-to-Use, Least Privilege and Segregation of Duties. Control implementation guidelines: • Define and document the requirements of this ECC in the cybersecurity requirements of identity and access management at the organization and must be approved by the representative • Define basic authorizations for all organization's employees, such as the authority to use email, internal portal, and human resources system • Define and document the requirements of this ECC in the cybersecurity requirements of identity and access management at the organization and must be approved by the representative. • Manage user authorization to all information and technology assets in the organization via an automated centr",PAM,Medium,legal_articles_from_pdfs.json,3
"سيناريو تعافي DRP-040: تهديد 'فشل نظام قاعدة البيانات' يؤثر على [أنظمة إدارة الهوية والوصول, أنظمة البريد الإلكتروني, شبكة المؤسسة]. إجراءات: تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء. تفعيل فريق الاستجابة للحوادث وتوثيق كل الإجراءات.",PAM,High,data\bank_scenarios_import.csv,3
"ملاحظة امتثال مستخرجة من 2-3-3 (NCA_ECC_Implementation_Guide.pdf): -2 Restricted use and secure handling of external storage media. Control implementation guidelines: • Define and document the requirements of this ECC in the cybersecurity requirements document and approve them by the representative • Restrict the use of external storage media by o Groups in the privileged access management system must be created according to authority so that the use of external storage media is automatically not activated on all workstations, the organization's systems, and servers o Documented procedures must be defined to provide approval for the use of external storage media (including but not limited to: requesting Guide to Essential Cybersecurity Controls (ECC) Implementation 66 Document Classification:  Public TLP: White approvals via e-mail, paper, or through an i",PAM,Medium,legal_articles_from_pdfs.json,3
مستخدم في قسم الامتثال (Compliance) حصل على صلاحيات إدارية على نظام مكافحة غسل الأموال (AML) لأغراض اختبار مؤقتة لمدة أسبوع، غير أن هذه الصلاحيات المؤقتة لم تُسحب بعد مرور ثلاثة أشهر. المستخدم أجرى تعديلات على قواعد الإنذار المبكر دون الرجوع إلى فريق الأمن أو توثيق التغييرات وفق إجراءات إدارة التغيير المعتمدة.,PAM,High,data\imtithal_violations_latest.csv,3
رُصد أن المقاول الخارجي Ahmed Al-Rashid من شركة استشارات تقنية متعاقدة لا يزال يمتلك حساباً نشطاً بصلاحيات مسؤول على نظام الامتثال Compliance System بعد انتهاء عقده بـ 90 يوماً. خلال هذه الفترة، سجّل الحساب 8 محاولات دخول ناجحة من عنوان IP خارجي غير معروف. لم يتم تفعيل إجراء إلغاء الصلاحيات عند انتهاء عقد المقاول وفقاً للسياسة المعتمدة.,PAM,Critical,data\imtithal_violations_latest.csv,3
